,用户ID,评论时间,评论文本,positive_prob,sentiment,neutral_prob,negative_prob
3025,,,挺难过的，曾经有一个可爱的妹纸说喜欢我，因为兴趣相投，而且她有挺不错的文学功底……然而我选择了一个，非常不好的回应方式。（并没有和任何第三方说过啊，就是剩下的五年就一句话也没说，也不愿和她待在一块儿）我到现在很后悔，想抽自己一巴掌，你就是个shabby这样。但她后来和我聊，好似忘了这件事，往事云淡风轻，可我自己过不去，真的过不去。后来我自己恋爱也乱七八糟，可能我就是脑子有坑。希望别被你看到这条矫情的评论，当时我应该更温柔包容一点的，对不起。,0.2807,负面,0.0299,0.6894
3026,,,要不是我现在打不过我爸我早出轨了,0.93,正面,0.0217,0.0481
3027,,,我是一个初一的女生，五年级开始看耽美，六年级腐成渣渣，七年级弯的不行，现在在谈一个女朋友，感觉自己的爱情没有前途，没有结果，但就是不想和男生谈恋爱。我是一个攻(自我感觉超级御姐)。感觉和女生谈恋爱很安全，很舒服，但无法正常和男生谈恋爱。很想直(家里就我一个，不能断子绝孙)有没有人能帮帮我,0.7583,正面,0.231,0.0103
3028,,,我是一个男生，从小学的时候就总是从手机啊电脑啊上面看一些男生的图片，也觉得没什么，那会儿我还在想为什么自己不是一个女孩子？我有找过女朋友，但是总没有什么感觉，大概是初三的时候吧，我接触到了同性恋这个词汇，也慢慢开始了解，我知道我其实是喜欢男生的，但是我不敢跟周围的人说。我经常问我父母，跟他们说我将来可能不想结婚，也不想要孩子，但是他们也是跟我聊到了未来在我老了之后有没有人来照顾我什么的，直到现在他们也不知道我的情况。现在我已经高三了，不知道什么时候我才能光明正大的在朋友和父母面前找一个男朋友。我也想有自己的幸福，不想活的那么累。,0.8263,正面,0.0008,0.1728
3029,,,真羡慕有这样的妈妈，我昨天跟我妈出柜，我妈让我改过来，还不过来就要带我去看心理医生,0.0393,负面,0.0172,0.9435
3030,,,"emmm
我不是les
但是我不会去讨厌或者去反感的对每一个les或gay。
我记得对认识同性恋这种事情是在高中，因为我们高中有一对同性恋，而且几乎每天都可以看见她们在一起吃饭。然后我有一个同学，她很反感同性恋，看见她们就躲开啊，背后做出厌恶的表情什么的。我那时候什么也不懂，但是我看到她反感，我就说:“关我们什么事，你不用躲来躲去的，她们又不会来打你。”我本人当时反而很去羡慕她们勇敢的去爱啊，不在乎别人感受。真的羡慕。
我真正去了解同性恋是大二，然后我就问我妈
🙇:我如果中意女生怎么办？
🙎:(广东话)痴线噶！中意女仔做咩！
从那时候才知道我妈这么反对，我也无话可说。",0.9693,正面,0.0007,0.0301
3031,,,"《明天可期》gl文，长佩和晋江都有
这是我第一次了解同性恋，并认可同性恋的文。
推荐大家去看看。",0.7822,正面,0.0055,0.2123
3032,,,理解同性恋 因为这是与生俱来的 没有人想成为别人眼中的不正常 异类 希望所有人都能正常看待,0.9827,正面,0.0003,0.017
3033,,,"应该是和up同龄，确实初中那会儿学校里同性谈恋爱应该几乎没有，到高中就会出现，尤其是女生的同性恋人。我们高中那会儿有几对基本是全校知晓的情况，不过不说像我这种腐的，感觉大体上其他同学们接受度都还挺高的，也没有歧视或者避而远之之类的，也可能是学生素质思想都还可以(高中是重点学校)，这就得具体看不同情况了。
最后up提到的经济基础真的很重要，放在家庭的小圈子里是让家里人相信你放心你，如果扩展到整个同性的社会群体里就是个话语权的问题了。
不管怎么说，祝福up和评论区的一些朋友吧。",0.1382,负面,0.0015,0.8602
3034,,,不论是异性恋，还是同性恋，人生的路怎么走在于自己的选择，保持独立人格，有稳定的经济收入，日子才能过的不那么累。亲人能接受皆大欢喜，如果不接受，也可以理解。,0.9651,正面,0.0017,0.0332
3035,,,到现在也有谈过男朋友，但是都是追我，我没太大感觉之类的，高中有一个喜欢女生，是真的喜欢她只是喜欢她，不因为她是男生还是女生，她是钢铁直女。后来大学也有男生追过，但是都没有感觉了，也没再喜欢过别的女生之类的，单到现在，现在感觉都不会谈恋爱了，只会嗑纸片人,0.8705,正面,0.0007,0.1288
3036,,,全程看完这个视频。。。不知道该说些什么，点个赞留个币再走吧！（up的那个嗯～好可爱）,0.1187,负面,0.0393,0.842
3037,,,开玩笑地谈过这个话题，我爸说幼稚，我妈说有病,0.726,正面,0.2621,0.0112
3038,,,母胎单身20多年 木有爱情,0.0677,负面,0.028,0.9043
3039,,,封面以为是个男生 听声音好帅,0.0709,负面,0.0503,0.8788
3040,,,……怎么说…我非常清楚的知道自己是个同，但是我没有勇气去问爸爸妈妈对这件事的看法，我也不想让我的父母外婆因为我被外人指指点点，所以我选择了跟up不一样的做法，就是压着自己。我甚至已经做好了孤独终老的准备了,0.975,正面,0.0002,0.0248
3041,,,妈妈说的很对，作为父母首先是要考虑在父母离世之后你自己有没有能力照顾好自己，不管你跟谁你都要有能力让自己在这世上健康平安的生活下去。我也是一位母亲我不反对孩子同性恋但我希望我的孩子不管同性异性恋也好，能准备好你自己所选择的道路并认真踏实的走下去。,0.9618,正面,0.0012,0.037
3042,,,异性恋路人看哭了 up有一个伟大的妈妈 爱会让人勇敢也有底气 让我们有和这个世界和解的能力 希望我们都会遇到那个真正能够陪伴我们一生的伴侣 无关性别 无关一纸婚书 只是两个人 一起加油。,0.9648,正面,0.0004,0.0348
3043,,,我爸爸好像知道我喜欢女孩子，他没什么表示，他只要求我好好学习，找好工作养活自己。他觉得我学习那么差，可能配不上我喜欢的女孩子,0.8805,正面,0.0069,0.1125
3044,,,我觉得男生女生的印象现在不深刻了，我不会把自己定位成男生或是女生，我就是我。,0.9951,正面,0.002,0.0029
3045,,,以前能真的去喜欢一个人，爱一个人，现在完全喜欢不起来,0.3304,负面,0.0098,0.6598
3046,,,不好意思，虽然我觉得你说的很有道理。但是我的注意力全程都在后面的那面墙上，好多书啊，好幸福啊,0.0995,中性,0.6708,0.2295
3047,,,"我高考前一晚上
我：妈妈如果，我是说如果不想结婚
我妈：？你一个女孩子以后不结婚干嘛？这样不完整balabala……
我：enmn哎呀，这是我现在的想法，说不定以后改变了呢。好，明天考试，晚安",0.0096,负面,0.3025,0.6878
3048,,,好啰嗦不说重点,0.9696,正面,0.0063,0.0239
3049,,,我觉得那个同学要求换宿舍是对的，她是认可你同性的身份的，所以把你当男生看，设想一个女生在自己宿舍里如果有男生混住，那谁会有安全感。,0.9101,正面,0.0009,0.0891
3050,,,虽然站在同的角度被室友嫌弃确实蛮难过的，但是我有个直的朋友跟他室友本来玩的很好，结果最后发现他室友喜欢他，闹掰的很彻底，提到会骂脏话的那种，倒是能理解up室友的想法的，不过这种自己申请搬出去或者换房间比较好,0.5983,正面,0.0014,0.4003
3051,,,接触过同性恋的圈子，男生乱，女生更乱。你们细品吧,0.1243,负面,0.0145,0.8612
3052,,,首先 我从不歧视同性恋 我觉得社会也会慢慢包容你们的存在 毕竟存在即合理 但合乎于理的事情并不一定是有正确价值的 我始终认定这是错误的 但这种错误无关紧要 不应当被人指责 真正该被指责的是那种对正常性取向的人灌输同性恋怎样怎样正确观念的人  同性恋这件事不应当被看作一个地区或是国家文化开放的象征 反尔在我看来这是文化退步 这是一些政客为了为了达成政治影响 炒热个人人设的一种做法 从古至今 从自然界到人类社会的发展一直存在的主流价值已经证明了什么是正确的 现在社会具备包容性了很好 这有助于社会和谐发展 但错误的事情他正确不了至少在这个时代,0.9903,正面,0.0005,0.0091
3053,,,不支持同性恋，但是也不反对！！因为支持也没人给钱我反对也没人给钱我没有钱挣的事情没意义,0.9535,正面,0.0006,0.0459
3054,,,啊？阿婆主不是男的吗,0.8539,正面,0.0077,0.1382
3055,,,我不歧视同性恋，但是你们有没有觉得过同性有点违背自然规律？我个人认为啊，读过书的人应该为天地立心，为生民立命，为往圣继绝学，为万事开太平。违背自然规律本身就是不知天地心，反正我是不会这么去做，别人想做我也管不着，就是发表发表看法，希望大家谨慎看待自身。,0.9202,正面,0.0079,0.0718
3056,,,你好勇敢啊，虽然我不是同，但我很佩服可以大胆承认自己是同的人，加油！会有越来越多的人接受和包容你们的！当然，管别人接受不接受呢，陪伴自己的是我们的爱人啊！,0.9866,正面,0.0029,0.0105
3057,,,"咋说呢，我以前看了一篇百合文狠狠心动了，差点以为自己弯了，但后来发现只是喜欢主角偏男子气的部分，这么多年我应该是一个钢铁直女。
但是上了大学以后我开始对男生也没感觉了
，也不想结婚生子，看到帅哥也不心动。
我家父母偏传统，跟我说如果一个人不结婚，再成功也会被看不起，还说在我们这个小地方，女孩子25以前不结婚就会被议论。我嫂嫂19结婚，还有个嫂嫂20生孩子，我发小也是23结的，就觉得自己格格不入，所以很想离开，去更广阔的世界，明明外面很多40也没有结婚的。
所以真的觉得阿婆主的父母蛮好，希望你们一直幸福下去。",0.9859,正面,0.0002,0.014
3058,,,我是普通人，我觉得同性恋和异性恋一样的，只要是爱的人，其他都可以的,0.9959,正面,0.0,0.0041
3059,,,无性恋与同性恋之间。但对异性也不排斥，偶尔有性幻想，但最激动的还是同性。无法忍受跟另一个人生活在一起的样子，尤其是异性。比较喜欢自己一个人过。,0.8177,正面,0.0023,0.18
3060,,,没有uo主这样的高知家庭，只有个农村的母亲，不愿意接受任何新思想，只会非常固执的让我找对象（异性），大概这辈子应该都不会和解了吧,0.9977,正面,0.0002,0.0021
3061,,,哇擦 打开的一瞬间 甚至以为我自己在说话 咱俩口音太像了,0.0563,负面,0.087,0.8566
3062,,,我爸有个兄弟的女儿是同……我妈说这人有病。。。我崩了,0.9931,正面,0.0004,0.0065
3063,,,阿姨真好啊,0.9992,正面,0.0,0.0008
